128 exp version
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:286 - Output: Max ATOL Delta: 4.287014961242676, Max RTOL Delta: 514.1734619140625, PCC: 0.9908931443113425
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 27: Max ATOL Delta: 0.8956050872802734, Max RTOL Delta: 4011.55712890625, PCC: 0.998253581136312
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 28: Max ATOL Delta: 1.0635631084442139, Max RTOL Delta: inf, PCC: 0.9988295968641104
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 28: Max ATOL Delta: 0.568627119064331, Max RTOL Delta: 1790.792236328125, PCC: 0.9979462577926647
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 29: Max ATOL Delta: 0.8684601783752441, Max RTOL Delta: inf, PCC: 0.9991080419935368
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 29: Max ATOL Delta: 0.6042993068695068, Max RTOL Delta: 16967.640625, PCC: 0.9970791536072332
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 30: Max ATOL Delta: 0.9759171605110168, Max RTOL Delta: inf, PCC: 0.9990348049036679
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 30: Max ATOL Delta: 0.5387628078460693, Max RTOL Delta: 849.5303955078125, PCC: 0.9970832483286819
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 31: Max ATOL Delta: 1.351049780845642, Max RTOL Delta: inf, PCC: 0.998908156653687
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 31: Max ATOL Delta: 0.5045725703239441, Max RTOL Delta: 9666.337890625, PCC: 0.9976042989863748
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:326 - Device PCC K: 0.9983433649260617
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:327 - Device PCC V: 0.9930980663396476

2048 exp version
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 0: Max ATOL Delta: 0.38667774200439453, Max RTOL Delta: inf, PCC: 0.9998929791207545
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 0: Max ATOL Delta: 0.05143171548843384, Max RTOL Delta: 1390.6484375, PCC: 0.9998186312480729
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 1: Max ATOL Delta: 0.5444459915161133, Max RTOL Delta: inf, PCC: 0.999616263024538
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 1: Max ATOL Delta: 0.07472842931747437, Max RTOL Delta: 1546.0206298828125, PCC: 0.9993773523495613
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 2: Max ATOL Delta: 0.5287513732910156, Max RTOL Delta: inf, PCC: 0.9995721727066675
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 2: Max ATOL Delta: 0.08380019664764404, Max RTOL Delta: 92197.1640625, PCC: 0.9985633768796509
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 3: Max ATOL Delta: 0.619384765625, Max RTOL Delta: inf, PCC: 0.9994031048323523
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 3: Max ATOL Delta: 0.1280597299337387, Max RTOL Delta: 1523.9205322265625, PCC: 0.9972348240570168
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 4: Max ATOL Delta: 0.5563020706176758, Max RTOL Delta: inf, PCC: 0.9990984556244347
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 4: Max ATOL Delta: 0.20507997274398804, Max RTOL Delta: 4837.88623046875, PCC: 0.9958781879464503
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 5: Max ATOL Delta: 0.9427547454833984, Max RTOL Delta: inf, PCC: 0.9989848367917491
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 5: Max ATOL Delta: 0.16072869300842285, Max RTOL Delta: 1620.6519775390625, PCC: 0.9986431808728778
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 6: Max ATOL Delta: 0.6479384303092957, Max RTOL Delta: inf, PCC: 0.9989525811165003
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 6: Max ATOL Delta: 0.242010235786438, Max RTOL Delta: 9896.75, PCC: 0.9933363098688494
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 7: Max ATOL Delta: 0.8333320617675781, Max RTOL Delta: inf, PCC: 0.9989263151061777
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 7: Max ATOL Delta: 0.17734016478061676, Max RTOL Delta: 21445.224609375, PCC: 0.9973720539265524
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 8: Max ATOL Delta: 0.6314561367034912, Max RTOL Delta: inf, PCC: 0.9991640078774544
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 8: Max ATOL Delta: 0.19955551624298096, Max RTOL Delta: 2546.9052734375, PCC: 0.9942830877934765
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 9: Max ATOL Delta: 0.6526947021484375, Max RTOL Delta: inf, PCC: 0.99882219182404
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 9: Max ATOL Delta: 0.3288164734840393, Max RTOL Delta: 8487.9208984375, PCC: 0.9949034489419106
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 10: Max ATOL Delta: 1.0066018104553223, Max RTOL Delta: inf, PCC: 0.9984143814624832
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 10: Max ATOL Delta: 0.20584577322006226, Max RTOL Delta: 38397.40625, PCC: 0.9955026876635392
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 11: Max ATOL Delta: 0.9649996757507324, Max RTOL Delta: inf, PCC: 0.9988838923320843
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 11: Max ATOL Delta: 0.2417256236076355, Max RTOL Delta: 108536.9140625, PCC: 0.9934100718521229
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 12: Max ATOL Delta: 0.8791846632957458, Max RTOL Delta: inf, PCC: 0.9986244301555746
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 12: Max ATOL Delta: 0.2053089439868927, Max RTOL Delta: 7938.447265625, PCC: 0.9935770581892944
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 13: Max ATOL Delta: 1.077484130859375, Max RTOL Delta: inf, PCC: 0.9988390408376332
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 13: Max ATOL Delta: 0.2965145707130432, Max RTOL Delta: 151644.0, PCC: 0.9954467287377555
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 14: Max ATOL Delta: 1.1313345432281494, Max RTOL Delta: inf, PCC: 0.9985031638357271
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 14: Max ATOL Delta: 0.42020803689956665, Max RTOL Delta: 1960.62939453125, PCC: 0.9934369931226024
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 15: Max ATOL Delta: 0.9956797957420349, Max RTOL Delta: inf, PCC: 0.9985978232259587
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 15: Max ATOL Delta: 0.4700847864151001, Max RTOL Delta: 35912.83984375, PCC: 0.9935758488311296
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 16: Max ATOL Delta: 1.0118474960327148, Max RTOL Delta: inf, PCC: 0.9988057617654315
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 16: Max ATOL Delta: 0.28395533561706543, Max RTOL Delta: 65573.65625, PCC: 0.9965646387936669
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 17: Max ATOL Delta: 0.8645310401916504, Max RTOL Delta: inf, PCC: 0.9990939037731278
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 17: Max ATOL Delta: 0.26435279846191406, Max RTOL Delta: 14184.9833984375, PCC: 0.9950437719710687
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 18: Max ATOL Delta: 0.7938535213470459, Max RTOL Delta: inf, PCC: 0.9990001582019411
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 18: Max ATOL Delta: 0.377460777759552, Max RTOL Delta: 2818.138427734375, PCC: 0.9971050476395759
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 19: Max ATOL Delta: 1.0185918807983398, Max RTOL Delta: inf, PCC: 0.9989123649018028
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 19: Max ATOL Delta: 0.4774523973464966, Max RTOL Delta: 10172.6220703125, PCC: 0.9987943843614187
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 20: Max ATOL Delta: 1.2251791954040527, Max RTOL Delta: inf, PCC: 0.9988868414328838
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 20: Max ATOL Delta: 0.24874627590179443, Max RTOL Delta: 33821.359375, PCC: 0.9952112326039054
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 21: Max ATOL Delta: 1.0624661445617676, Max RTOL Delta: inf, PCC: 0.9990419027853941
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 21: Max ATOL Delta: 0.2955707013607025, Max RTOL Delta: 3299.939697265625, PCC: 0.9963558580778191
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 22: Max ATOL Delta: 1.0527076721191406, Max RTOL Delta: inf, PCC: 0.9989468475560062
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 22: Max ATOL Delta: 0.30278921127319336, Max RTOL Delta: 23743.84375, PCC: 0.9962509338647616
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 23: Max ATOL Delta: 0.7906321883201599, Max RTOL Delta: inf, PCC: 0.9991582932173372
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 23: Max ATOL Delta: 0.2956944704055786, Max RTOL Delta: 78217.0859375, PCC: 0.996849024229613
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 24: Max ATOL Delta: 0.9969040155410767, Max RTOL Delta: inf, PCC: 0.9991186174936725
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 24: Max ATOL Delta: 0.2804304361343384, Max RTOL Delta: 188435.078125, PCC: 0.9957798493534541
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 25: Max ATOL Delta: 0.905592679977417, Max RTOL Delta: inf, PCC: 0.9989755741315081
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 25: Max ATOL Delta: 0.6504406929016113, Max RTOL Delta: 22449.2890625, PCC: 0.9975257824637584
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 26: Max ATOL Delta: 0.897885799407959, Max RTOL Delta: inf, PCC: 0.9990439163904258
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 26: Max ATOL Delta: 0.5762449502944946, Max RTOL Delta: 33579.69140625, PCC: 0.9975771465778416
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 27: Max ATOL Delta: 0.6146769523620605, Max RTOL Delta: inf, PCC: 0.998941429927097
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 27: Max ATOL Delta: 1.0052480697631836, Max RTOL Delta: 2817.01904296875, PCC: 0.9984528927578039
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 28: Max ATOL Delta: 1.0323131084442139, Max RTOL Delta: inf, PCC: 0.9989418575300529
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 28: Max ATOL Delta: 0.5081050395965576, Max RTOL Delta: 137626.15625, PCC: 0.9980309097300397
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 29: Max ATOL Delta: 0.8684601783752441, Max RTOL Delta: inf, PCC: 0.9991832808352747
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 29: Max ATOL Delta: 0.5849063992500305, Max RTOL Delta: 20767.16796875, PCC: 0.9972410338002184
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 30: Max ATOL Delta: 0.9915421605110168, Max RTOL Delta: inf, PCC: 0.9991012619090618
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 30: Max ATOL Delta: 0.5478234887123108, Max RTOL Delta: 4284.8701171875, PCC: 0.9971855731203563
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:318 - K Cache Layer 31: Max ATOL Delta: 1.335424780845642, Max RTOL Delta: inf, PCC: 0.999012865744156
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:323 - V Cache Layer 31: Max ATOL Delta: 0.5201975703239441, Max RTOL Delta: 7350.43359375, PCC: 0.9976599109741752
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:326 - Device PCC K: 0.9984143814624832
| INFO     | models.demos.falcon7b.tests.test_perf_falcon:run_test_FalconCausalLM_end_to_end:327 - Device PCC V: 0.9933363098688494
